Rungus,Rungus language,regular
Lela,Lela language,regular
Baagandji,Baagandji language,regular
West Damar,West Damar language,regular
Daro-Matu Melanau,Daro-Matu Melanau language,regular
Dura,Dura language,regular
Gedeo,Gedeo language,regular
Proto-Rukai,Proto-Rukai language,reconstructed
Dutch Sign Language,Dutch Sign Language,regular
Daasanach,Daasanach language,regular
Disa,Disa language,regular
Danish Sign Language,Danish Sign Language,regular
Dusner,Dusner language,regular
Desiya,Desiya language,regular
Tadaksahak,Tadaksahak language,regular
Daur,Daur language,regular
Labuk-Kinabatangan Kadazan,Labuk-Kinabatangan Kadazan language,regular
Ditidaht,Ditidaht language,regular
Adithinngithigh,Adithinngithigh language,regular
Ana Tinga Dogon,Ana Tinga Dogon language,regular
Tene Kan Dogon,Tene Kan Dogon language,regular
Tomo Kan Dogon,Tomo Kan Dogon language,regular
Central Dusun,Central Dusun language,regular
Lotud,Lotud language,regular
Toro So Dogon,Toro So Dogon language,regular
Toro Tegu Dogon,Toro Tegu Dogon language,regular
Tebul Ure Dogon,Tebul Ure Dogon language,regular
Doteli,Doteli language,regular
Dubli,Dubli language,regular
Umiray Dumaget Agta,Umiray Dumaget Agta language,regular
Dumbea,Dumbea language,regular
Chiduruma,Chiduruma language,regular
Dungra Bhil,Dungra Bhil language,regular
Dumun,Dumun language,regular
Uyajitaya,Uyajitaya language,regular
Alabat Island Agta,Alabat Island Agta language,regular
Middle Dutch,Middle Dutch language,regular
Dusun Deyah,Dusun Deyah language,regular
Duano,Duano language,regular
Dusun Malang,Dusun Malang language,regular
Drung,Drung language,regular
Duvle,Duvle language,regular
Dusun Witu,Dusun Witu language,regular
Duun,Duun language,regular
Dicamay Agta,Dicamay Agta language,regular
Duli,Duli language,regular
Duau,Duau language,regular
Diri,Diri language,regular
Dawro,Dawro language,regular
Dawawa,Dawawa language,regular
Dhuwaya,Dhuwaya language,regular
Dewas Rai,Dewas Rai language,regular
Dyan,Dyan language,regular
Dyaberdyaber,Dyaberdyaber language,regular
Dyugun,Dyugun language,regular
Villa Viciosa Agta,Villa Viciosa Agta language,regular
Djimini,Djimini language,regular
Yanda Dogon,Yanda Dogon language,regular
Dyangadi,Dyangadi language,regular
Jola-Fonyi,Jola-Fonyi language,regular
Dyaabugay,Dyaabugay language,regular
Dzongkha,Dzongkha language,regular
Tunzu,Tunzu language,regular
Dazaga,Dazaga language,regular
Dzala,Dzala language,regular
Dzando,Dzando language,regular
Ebughu,Ebughu language,regular
Eastern Bontoc,Eastern Bontoc language,regular
Ebrié,Ebrié language,regular
Embu,Embu language,regular
Eteocretan,Eteocretan language,regular
Ecuadorian Sign Language,Ecuadorian Sign Language,regular
Eteocypriot,Eteocypriot language,regular
E,E language,regular
Efai,Efai language,regular
Efe,Efe language,regular
Emilian,Emilian language,regular
Eggon,Eggon language,regular
Ehueun,Ehueun language,regular
Eipomek,Eipomek language,regular
Eitiep,Eitiep language,regular
Askopan,Askopan language,regular
Ejamat,Ejamat language,regular
Ekajuk,Ekajuk language,regular
Ekit,Ekit language,regular
Eki,Eki language,regular
Kolhe,Kolhe language,regular
Elip,Elip language,regular
Koti,Koti language,regular
Ekpeye,Ekpeye language,regular
Yace,Yace language,regular
Eastern Kayah,Eastern Kayah language,regular
Elepi,Elepi language,regular
El Hugeirat,El Hugeirat language,regular
Nding,Nding language,regular
Elkei,Elkei language,regular
Eleme,Eleme language,regular
El Molo,El Molo language,regular
Elu,Elu language,regular
Elamite,Elamite language,regular
Emerillon,Emerillon language,regular
Eastern Meohang,Eastern Meohang language,regular
Mussau-Emira,Mussau-Emira language,regular
Eastern Maninkakan,Eastern Maninkakan language,regular
Mamulique,Mamulique language,regular
Eman,Eman language,regular
Eastern Muria,Eastern Muria language,regular
Emplawas,Emplawas language,regular
Erromintxela,Erromintxela language,regular
Epigraphic Mayan,Epigraphic Mayan language,regular
Apali,Apali language,regular
Markweeta,Markweeta language,regular
En,En language,regular
Ende,Ende language,regular
Forest Enets,Forest Enets language,regular
Tundra Enets,Tundra Enets language,regular
Enlhet,Enlhet language,regular
Emem,Emem language,regular
Enu,Enu language,regular
Enwan,Enwan language,regular
Enwang,Enwang language,regular
Enxet,Enxet language,regular
Esperanto,Esperanto language,regular
Eotile,Eotile language,regular
Epie,Epie language,regular
Eravallan,Eravallan language,regular
Sie,Sie language,regular
Eruwa,Eruwa language,regular
Ogea,Ogea language,regular
Horpa,Horpa language,regular
Erre,Erre language,regular
Ersu,Ersu language,regular
Eritai,Eritai language,regular
Erokwanas,Erokwanas language,regular
Eshtehardi,Eshtehardi language,regular
Egyptian Sign Language,Egyptian Sign Language,regular
Esuma,Esuma language,regular
Salvadoran Sign Language,Salvadoran Sign Language,regular
Estonian Sign Language,Estonian Sign Language,regular
Central Siberian Yupik,Central Siberian Yupik language,regular
Proto-Eskimo,Proto-Eskimo language,reconstructed
Inuktun,Inuktun language,regular
Inuinnaqtun,Inuinnaqtun language,regular
Proto-Inuit,Proto-Inuit language,reconstructed
Proto-Eskimo-Aleut,Proto-Eskimo-Aleut language,reconstructed
Tunumiisut,Tunumiisut language,regular
Eskayan,Eskayan language,regular
Etebi,Etebi language,regular
Etchemin,Etchemin language,regular
Ethiopian Sign Language,Ethiopian Sign Language,regular
Eton (Vanuatu),Eton (Vanuatu) language,regular
Eton (Cameroon),Eton (Cameroon) language,regular
Yekhee,Yekhee language,regular
Eten,Eten language,regular
Semimi,Semimi language,regular
Proto-Basque,Proto-Basque language,reconstructed
Uvbie,Uvbie language,regular
Extremaduran,Extremaduran language,regular
Keiyo,Keiyo language,regular
Ezaa,Ezaa language,regular
Uzekwe,Uzekwe language,regular
Annobonese,Annobonese language,regular
Wagi,Wagi language,regular
Fagani,Fagani language,regular
Finongan,Finongan language,regular
Baissa Fali,Baissa Fali language,regular
Faiwol,Faiwol language,regular
Faita,Faita language,regular
Fang (Beboid),Fang (Beboid) language,regular
South Fali,South Fali language,regular
Fam,Fam language,regular
Fang (Bantu),Fang (Bantu) language,regular
Fataleka,Fataleka language,regular
Fayu,Fayu language,regular
Fala,Fala language,regular
Southwestern Fars,Southwestern Fars language,regular
Northwestern Fars,Northwestern Fars language,regular
West Albay Bikol,West Albay Bikol language,regular
Quebec Sign Language,Quebec Sign Language,regular
Feroge,Feroge language,regular
Foia Foia,Foia Foia language,regular
Fongoro,Fongoro language,regular
Fyer,Fyer language,regular
Fipa,Fipa language,regular
Firan,Firan language,regular
Meänkieli,Meänkieli language,regular
Fiwaga,Fiwaga language,regular
Kirya-Konzel,Kirya-Konzel language,regular
Kven,Kven language,regular
Montana Salish,Montana Salish language,regular
Foau,Foau language,regular
Fali,Fali language,regular
North Fali,North Fali language,regular
Flinders Island,Flinders Island language,regular
Fuliiru,Fuliiru language,regular
Tsotsitaal,Tsotsitaal language,regular
Far Western Muria,Far Western Muria language,regular
Fanagalo,Fanagalo language,regular
Fania,Fania language,regular
Foodo,Foodo language,regular
Foi,Foi language,regular
Foma,Foma language,regular
Fon,Fon language,regular
Pichinglis,Pichinglis language,regular
Fas,Fas language,regular
Forak,Forak language,regular
Fortsenal,Fortsenal language,regular
French Sign Language,French Sign Language,regular
Finnish-Swedish Sign Language,Finnish-Swedish Sign Language,regular
Ko,Ko language,regular
Fum,Fum language,regular
Friulian,Friulian language,regular
Furu,Furu language,regular
Fuyug,Fuyug language,regular
Fwâi,Fwâi language,regular
Fwe,Fwe language,regular
West Frisian,West Frisian language,regular
Ga,Ga language,regular
Gabri,Gabri language,regular
Mixed Great Andamanese,Mixed Great Andamanese language,regular
Gaddang,Gaddang language,regular
Gende,Gende language,regular
Alekano,Alekano language,regular
Borei,Borei language,regular
Gamkonora,Gamkonora language,regular
Galoli,Galoli language,regular
Kandawo,Kandawo language,regular
Gan,Gan language,regular
Gants,Gants language,regular
Gal,Gal language,regular
Gata',Gata' language,regular
Galeya,Galeya language,regular
Adiwasi Garasia,Adiwasi Garasia language,regular
Kenati,Kenati language,regular
Kondekor,Kondekor language,regular
Nobonob,Nobonob language,regular
Proto-Gbaya,Proto-Gbaya language,reconstructed
Kaytetye,Kaytetye language,regular
Niksek,Niksek language,regular
Gaikundi,Gaikundi language,regular
Gbanziri,Gbanziri language,regular
Defi Gbe,Defi Gbe language,regular
Bodo Gadaba,Bodo Gadaba language,regular
Gaddi,Gaddi language,regular
Gamit,Gamit language,regular
Garhwali,Garhwali language,regular
Mo'da,Mo'da language,regular
Northern Grebo,Northern Grebo language,regular
Gbaya-Bossangoa,Gbaya-Bossangoa language,regular
Gbaya-Bozoum,Gbaya-Bozoum language,regular
Gbagyi,Gbagyi language,regular
Gbesi Gbe,Gbesi Gbe language,regular
Gagadu,Gagadu language,regular
Gbanu,Gbanu language,regular
Gabi,Gabi language,regular
Eastern Xwla Gbe,Eastern Xwla Gbe language,regular
Gbari,Gbari language,regular
Ganggalida,Ganggalida language,regular
Galice,Galice language,regular
Antillean Creole,Antillean Creole language,regular
Grenadian Creole English,Grenadian Creole English language,regular
Gaina,Gaina language,regular
Guianese Creole,Guianese Creole language,regular
Colonia Tovar German,Colonia Tovar German language,regular
Ollari,Ollari language,regular
Gugu Badhun,Gugu Badhun language,regular
Gedaged,Gedaged language,regular
Guduf-Gava,Guduf-Gava language,regular
Ga'dang,Ga'dang language,regular
Gadjerawang,Gadjerawang language,regular
Gundi,Gundi language,regular
Kurtjar,Kurtjar language,regular
Gadang,Gadang language,regular
Dirasha,Dirasha language,regular
Umanakaina,Umanakaina language,regular
Wipi,Wipi language,regular
Ghandruk Sign Language,Ghandruk Sign Language,regular
Kungardutyi,Kungardutyi language,regular
Gudu,Gudu language,regular
Godwari,Godwari language,regular
Geruma,Geruma language,regular
Gboloo Grebo,Gboloo Grebo language,regular
Gengle,Gengle language,regular
Hutterisch,Hutterisch language,regular
Gebe,Gebe language,regular
Gen,Gen language,regular
Gerka,Gerka language,regular
Fakkanci,Fakkanci language,regular
Geme,Geme language,regular
Geser-Gorom,Geser-Gorom language,regular
Viya,Viya language,regular
Gera,Gera language,regular
Garre,Garre language,regular
Gafat,Gafat language,regular
Gao,Gao language,regular
Gbii,Gbii language,regular
Guragone,Guragone language,regular
Gurgula,Gurgula language,regular
Kungarakany,Kungarakany language,regular
Ganglau,Ganglau language,regular
Eastern Gurung,Eastern Gurung language,regular
Gitua,Gitua language,regular
Gban,Gban language,regular
Ghadames,Ghadames language,regular
Southern Ghale,Southern Ghale language,regular
Northern Ghale,Northern Ghale language,regular
Geko Karen,Geko Karen language,regular
Ghanongga,Ghanongga language,regular
Ghomara,Ghomara language,regular
Ghera,Ghera language,regular
Kutang Ghale,Kutang Ghale language,regular
Gibanawa,Gibanawa language,regular
Guébie,Guébie language,regular
Goaria,Goaria language,regular
Githabul,Githabul language,regular
Girirra,Girirra language,regular
Gilbertese,Gilbertese language,regular
Gimi (Goroka),Gimi (Goroka) language,regular
Hinukh,Hinukh language,regular
Gimi (Austronesian),Gimi (Austronesian) language,regular
Green Gelao,Green Gelao language,regular
Red Gelao,Red Gelao language,regular
North Giziga,North Giziga language,regular
Gitxsan,Gitxsan language,regular
White Gelao,White Gelao language,regular
Gilima,Gilima language,regular
Giyug,Giyug language,regular
South Giziga,South Giziga language,regular
Geji,Geji language,regular
Kachi Koli,Kachi Koli language,regular
Gunditjmara,Gunditjmara language,regular
Gonja,Gonja language,regular
Gurindji Kriol,Gurindji Kriol language,regular
Guya,Guya language,regular
Magɨ,Magɨ language,regular
Ndai,Ndai language,regular
Kok-Nar,Kok-Nar language,regular
Guinea Kpelle,Guinea Kpelle language,regular
Bon Gula,Bon Gula language,regular
Northwest Pashayi,Northwest Pashayi language,regular
Kulaal,Kulaal language,regular
Galambu,Galambu language,regular
Glaro-Twabo,Glaro-Twabo language,regular
Gula,Gula language,regular
Glavda,Glavda language,regular
Gule,Gule language,regular
Gambera,Gambera language,regular
Gula'alaa,Gula'alaa language,regular
Mághdì,Mághdì language,regular
Burgundian,Burgundian language,regular
Crimean Gothic,Crimean Gothic language,regular
Magiyi,Magiyi language,regular
Gbaya-Mbodomo,Gbaya-Mbodomo language,regular
Gimnime,Gimnime language,regular
Gutnish,Gutnish language,regular
Jamtish,Jamtish language,regular
Old Gutnish,Old Gutnish language,regular
Proto-Norse,Proto-Norse language,regular
Scanian,Scanian language,regular
Gumalu,Gumalu language,regular
Bergish,Bergish language,regular
Central Franconian,Central Franconian language,regular
East Central German,East Central German language,regular
Fingallian,Fingallian language,regular
Gottscheerish,Gottscheerish language,regular
Rhine Franconian,Rhine Franconian language,regular
Sathmar Swabian,Sathmar Swabian language,regular
Transylvanian Saxon,Transylvanian Saxon language,regular
Volga German,Volga German language,regular
Zipser German,Zipser German language,regular
Magoma,Magoma language,regular
Mgbo,Mgbo language,regular
Classical Guaraní,Classical Guaraní language,regular
Kaansa,Kaansa language,regular
Gangte,Gangte language,regular
Guanche,Guanche language,regular
Zulgo-Gemzek,Zulgo-Gemzek language,regular
Ganang,Ganang language,regular
Ngangam,Ngangam language,regular
Lere,Lere language,regular
Ngen of Djonkro,Ngen of Djonkro language,regular
ǁGana,ǁGana language,regular
Gangulu,Gangulu language,regular
Ginuman,Ginuman language,regular
Gana,Gana language,regular
Guntai,Guntai language,regular
Gnau,Gnau language,regular
Western Bolivian Guaraní,Western Bolivian Guaraní language,regular
Ganzi,Ganzi language,regular
Gorakor,Gorakor language,regular
Gongduk,Gongduk language,regular
Gofa,Gofa language,regular
Gogo,Gogo language,regular
Gobasi,Gobasi language,regular
Gowlan,Gowlan language,regular
Gone Dau,Gone Dau language,regular
Yeretuar,Yeretuar language,regular
Gorap,Gorap language,regular
Gavar,Gavar language,regular
Goo,Goo language,regular
Gobu,Gobu language,regular
Goundo,Goundo language,regular
Gozarkhani,Gozarkhani language,regular
Gupa-Abawa,Gupa-Abawa language,regular
Guiqiong,Guiqiong language,regular
Kinikinao,Kinikinao language,regular
Gor,Gor language,regular
Qau,Qau language,regular
Rajput Garasia,Rajput Garasia language,regular
Guruntum,Guruntum language,regular
Madi,Madi language,regular
Gbiri-Niragu,Gbiri-Niragu language,regular
Ghari,Ghari language,regular
Southern Grebo,Southern Grebo language,regular
Calabrian Greek,Calabrian Greek language,regular
Italiot Greek,Italiot Greek language,regular
Mariupol Greek,Mariupol Greek language,regular
Proto-Hellenic,Proto-Hellenic language,reconstructed
Kota Marudu Talantang,Kota Marudu Talantang language,regular
Groma,Groma language,regular
Gorovu,Gorovu language,regular
Gresi,Gresi language,regular
Kistane,Kistane language,regular
Central Grebo,Central Grebo language,regular
Gweda,Gweda language,regular
Guriaso,Guriaso language,regular
Barclayville Grebo,Barclayville Grebo language,regular
Guramalum,Guramalum language,regular
Ghanaian Sign Language,Ghanaian Sign Language,regular
German Sign Language,German Sign Language,regular
Gusilay,Gusilay language,regular
Guatemalan Sign Language,Guatemalan Sign Language,regular
Gusan,Gusan language,regular
Wasembo,Wasembo language,regular
Alemannic German,Alemannic German language,regular
Aghu Tharrnggala,Aghu Tharrnggala language,regular
Shiki,Shiki language,regular
Guajajára,Guajajára language,regular
Wayuu,Wayuu language,regular
Yocoboué Dida,Yocoboué Dida language,regular
Paraguayan Guaraní,Paraguayan Guaraní language,regular
Eastern Bolivian Guaraní,Eastern Bolivian Guaraní language,regular
Gullah,Gullah language,regular
Mbyá Guaraní,Mbyá Guaraní language,regular
Gunwinggu,Gunwinggu language,regular
Farefare,Farefare language,regular
Guinean Sign Language,Guinean Sign Language,regular
Maléku Jaíka,Maléku Jaíka language,regular
Yanomamö,Yanomamö language,regular
Gey,Gey language,regular
Gun,Gun language,regular
Gourmanchéma,Gourmanchéma language,regular
Kaskihá,Kaskihá language,regular
Duwet,Duwet language,regular
Guajá,Guajá language,regular
Gulay,Gulay language,regular
Gurmana,Gurmana language,regular
Gavião do Jiparaná,Gavião do Jiparaná language,regular
Pará Gavião,Pará Gavião language,regular
Western Gurung,Western Gurung language,regular
Guyani,Guyani language,regular
Mbato,Mbato language,regular
Gwa,Gwa language,regular
Gawwada,Gawwada language,regular
Gweno,Gweno language,regular
Gowro,Gowro language,regular
Moo,Moo language,regular
Gwich'in,Gwich'in language,regular
Gcwi,Gcwi language,regular
Awngthim,Awngthim language,regular
Gwandara,Gwandara language,regular
Gwere,Gwere language,regular
Gawar-Bati,Gawar-Bati language,regular
Guwamu,Guwamu language,regular
Kwini,Kwini language,regular
Gua,Gua language,regular
Wè Southern,Wè Southern language,regular
Gyem,Gyem language,regular
Gungabula,Gungabula language,regular
Gbayi,Gbayi language,regular
Gyele,Gyele language,regular
Gayil,Gayil language,regular
Guyanese Creole English,Guyanese Creole English language,regular
Gyalsumdo,Gyalsumdo language,regular
Guarayu,Guarayu language,regular
Ganza,Ganza language,regular
Gane,Gane language,regular
Hän,Hän language,regular
Hanoi Sign Language,Hanoi Sign Language,regular
Gurani,Gurani language,regular
Haiphong Sign Language,Haiphong Sign Language,regular
Hanga,Hanga language,regular
Hahon,Hahon language,regular
Hajong,Hajong language,regular
Hewa,Hewa language,regular
Hakö,Hakö language,regular
Hupla,Hupla language,regular
Havu,Havu language,regular
Southern Haida,Southern Haida language,regular
Hamba,Hamba language,regular
Huba,Huba language,regular
Heiban,Heiban language,regular
Habu,Habu language,regular
Andaman Creole Hindi,Andaman Creole Hindi language,regular
Honduras Sign Language,Honduras Sign Language,regular
Hadiyya,Hadiyya language,regular
Northern Qiandong Miao,Northern Qiandong Miao language,regular
Herdé,Herdé language,regular
Helong,Helong language,regular
Haiǁom,Haiǁom language,regular
Haigwai,Haigwai language,regular
Hoia Hoia,Hoia Hoia language,regular
Kerak,Kerak language,regular
Hoyahoya,Hoyahoya language,regular
Hibito,Hibito language,regular
Fiji Hindi,Fiji Hindi language,regular
Kamwe,Kamwe language,regular
Pamosu,Pamosu language,regular
Hinduri,Hinduri language,regular
Hijuk,Hijuk language,regular
Seit-Kaitetu,Seit-Kaitetu language,regular
Tshwa,Tshwa language,regular
Himarimã,Himarimã language,regular
Hiw,Hiw language,regular
Haji,Haji language,regular
Kahe,Kahe language,regular
Pogali,Pogali language,regular
Hunjara-Kaina Ke,Hunjara-Kaina Ke language,regular
Mel-Khaonh,Mel-Khaonh language,regular
Halang Doan,Halang Doan language,regular
Hlersu,Hlersu language,regular
Nga La,Nga La language,regular
Southern Mashan Hmong,Southern Mashan Hmong language,regular
Humburi Senni,Humburi Senni language,regular
Central Huishui Hmong,Central Huishui Hmong language,regular
A-Hmao,A-Hmao language,regular
Eastern Huishui Hmong,Eastern Huishui Hmong language,regular
Hmong Don,Hmong Don language,regular
Southwestern Guiyang Hmong,Southwestern Guiyang Hmong language,regular
Southwestern Huishui Hmong,Southwestern Huishui Hmong language,regular
Northern Huishui Hmong,Northern Huishui Hmong language,regular
Ge,Ge language,regular
Yemaek,Yemaek language,regular
Luopohe Hmong,Luopohe Hmong language,regular
Central Mashan Hmong,Central Mashan Hmong language,regular
Proto-Hmong,Proto-Hmong language,reconstructed
Northern Mashan Hmong,Northern Mashan Hmong language,regular
Eastern Qiandong Miao,Eastern Qiandong Miao language,regular
Southern Qiandong Miao,Southern Qiandong Miao language,regular
Hamap,Hamap language,regular
Hmong Dô,Hmong Dô language,regular
Western Mashan Hmong,Western Mashan Hmong language,regular
Proto-Mien,Proto-Mien language,reconstructed
Proto-Hmong-Mien,Proto-Hmong-Mien language,reconstructed
Southern Guiyang Hmong,Southern Guiyang Hmong language,regular
Hmong Shua,Hmong Shua language,regular
Southern Hindko,Southern Hindko language,regular
Chhattisgarhi,Chhattisgarhi language,regular
ǁAni,ǁAni language,regular
Green Hmong,Green Hmong language,regular
Hainanese,Hainanese language,regular
Hanunoo,Hanunoo language,regular
Northern Hindko,Northern Hindko language,regular
Caribbean Hindustani,Caribbean Hindustani language,regular
Hung,Hung language,regular
Hiri Motu,Hiri Motu language,regular
Austronesian Mari,Austronesian Mari language,regular
Holma,Holma language,regular
Horom,Horom language,regular
Hobyót,Hobyót language,regular
Holikachuk,Holikachuk language,regular
Hadothi,Hadothi language,regular
Holu,Holu language,regular
Homa,Homa language,regular
Horo,Horo language,regular
Ho Chi Minh City Sign Language,Ho Chi Minh City Sign Language,regular
Hote,Hote language,regular
Hovongan,Hovongan language,regular
Honi,Honi language,regular
Holiya,Holiya language,regular
Hozo,Hozo language,regular
Hpon,Hpon language,regular
Hawai'i Pidgin Sign Language,Hawai'i Pidgin Sign Language,regular
Hrangkhol,Hrangkhol language,regular
Niwer Mil,Niwer Mil language,regular
Hrê,Hrê language,regular
Haruku,Haruku language,regular
Horned Miao,Horned Miao language,regular
Haroi,Haroi language,regular
Nhirrpi,Nhirrpi language,regular
Hértevin,Hértevin language,regular
Hruso,Hruso language,regular
Warwar Feni,Warwar Feni language,regular
Hunsrik,Hunsrik language,regular
Harzani,Harzani language,regular
Hungarian Sign Language,Hungarian Sign Language,regular
Hausa Sign Language,Hausa Sign Language,regular
Xiang,Xiang language,regular
Hoti,Hoti language,regular
Hitu,Hitu language,regular
ǂHoan,ǂHoan language,regular
Huaulu,Huaulu language,regular
Humene,Humene language,regular
Huachipaeri,Huachipaeri language,regular
Huilliche,Huilliche language,regular
Huli,Huli language,regular
Northern Guiyang Hmong,Northern Guiyang Hmong language,regular
Hulung,Hulung language,regular
Hula,Hula language,regular
Hungana,Hungana language,regular
Hu,Hu language,regular
Wastek,Wastek language,regular
Hukumina,Hukumina language,regular
Nüpode Huitoto,Nüpode Huitoto language,regular
Hulaulá,Hulaulá language,regular
Haitian Vodoun Culture Language,Haitian Vodoun Culture Language,regular
Haveke,Haveke language,regular
Sabu,Sabu language,regular
Wané,Wané language,regular
Hwana,Hwana language,regular
Hya,Hya language,regular
Interlingua,Interlingua language,regular
Purari,Purari language,regular
Akpes,Akpes language,regular
Bih,Bih language,regular
Ibaloi,Ibaloi language,regular
Agoi,Agoi language,regular
Ibino,Ibino language,regular
Ibuoro,Ibuoro language,regular
Ibu,Ibu language,regular
Ibani,Ibani language,regular
Ede Ica,Ede Ica language,regular
Etkywan,Etkywan language,regular
Islander Creole English,Islander Creole English language,regular
Idakho-Isukha-Tiriki,Idakho-Isukha-Tiriki language,regular
Indo-Portuguese,Indo-Portuguese language,regular
Idon,Idon language,regular
Ede Idaca,Ede Idaca language,regular
Idere,Idere language,regular
Idi,Idi language,regular
Indri,Indri language,regular
Idesa,Idesa language,regular
Idaté,Idaté language,regular
Interlingue,Interlingue language,appendix-constructed
Amganad Ifugao,Amganad Ifugao language,regular
Ifè,Ifè language,regular
Ifo,Ifo language,regular
Tuwali Ifugao,Tuwali Ifugao language,regular
Teke-Fuumu,Teke-Fuumu language,regular
Mayoyao Ifugao,Mayoyao Ifugao language,regular
Keley-I Kallahan,Keley-I Kallahan language,regular
Igana,Igana language,regular
Igala,Igala language,regular
Kanggape,Kanggape language,regular
Isebe,Isebe language,regular
Glosa,Glosa language,appendix-constructed
Igwe,Igwe language,regular
Pidgin Iha,Pidgin Iha language,regular
Ihievbe,Ihievbe language,regular
Proto-Nuristani,Proto-Nuristani language,reconstructed
Proto-Indo-Iranian,Proto-Indo-Iranian language,reconstructed
Izon,Izon language,regular
Biseni,Biseni language,regular
Ede Ije,Ede Ije language,regular
Kalabari,Kalabari language,regular
Proto-Ijoid,Proto-Ijoid language,reconstructed
Southeast Ijo,Southeast Ijo language,regular
Inupiaq,Inupiaq language,regular
Eastern Canadian Inuktitut,Eastern Canadian Inuktitut language,regular
Iko,Iko language,regular
Ikulu,Ikulu language,regular
Olulumo-Ikom,Olulumo-Ikom language,regular
Ikpeshi,Ikpeshi language,regular
Ikaranggal,Ikaranggal language,regular
Inuit Sign Language,Inuit Sign Language,regular
Inuvialuktun,Inuvialuktun language,regular
Iku-Gora-Ankwa,Iku-Gora-Ankwa language,regular
Ikwere,Ikwere language,regular
Ikizu,Ikizu language,regular
Ile Ape,Ile Ape language,regular
Ilgar,Ilgar language,regular
Ili Turki,Ili Turki language,regular
Ilongot,Ilongot language,regular
Iranun,Iranun language,regular
Ili'uun,Ili'uun language,regular
Ilue,Ilue language,regular
Mala Malasar,Mala Malasar language,regular
Anamgura,Anamgura language,regular
Miluk,Miluk language,regular
Imbongu,Imbongu language,regular
Imroing,Imroing language,regular
Marsian,Marsian language,regular
Milyan,Milyan language,regular
Apabhramsa,Apabhramsa language,regular
Kamarupi Prakrit,Kamarupi Prakrit language,regular
Kholosi,Kholosi language,regular
Proto-Kamta,Proto-Kamta language,reconstructed
Middle Odia,Middle Odia language,regular
Early Assamese,Early Assamese language,regular
Old Awadhi,Old Awadhi language,regular
Old Bengali,Old Bengali language,regular
Old Gujarati,Old Gujarati language,regular
Old Odia,Old Odia language,regular
Proto-Indo-Aryan,Proto-Indo-Aryan language,reconstructed
Kalašma,Kalašma language,regular
Paeonian,Paeonian language,regular
Deg Xinag,Deg Xinag language,regular
Jungle Inga,Jungle Inga language,regular
Indonesian Sign Language,Indonesian Sign Language,regular
Isinai,Isinai language,regular
Inoke-Yate,Inoke-Yate language,regular
Iñapari,Iñapari language,regular
Indian Sign Language,Indian Sign Language,regular
Intha,Intha language,regular
Ido,Ido language,regular
Inor,Inor language,regular
Tuma-Irumu,Tuma-Irumu language,regular
Chiwere,Chiwere language,regular
Ipili,Ipili language,regular
Ipiko,Ipiko language,regular
Ikwo,Ikwo language,regular
Proto-Komisenian,Proto-Komisenian language,reconstructed
Proto-Munji-Yidgha,Proto-Munji-Yidgha language,reconstructed
Proto-Medo-Parthian,Proto-Medo-Parthian language,reconstructed
Proto-Pathan,Proto-Pathan language,reconstructed
Proto-Iranian,Proto-Iranian language,reconstructed
Proto-Sogdic,Proto-Sogdic language,reconstructed
Proto-Sanglechi-Ishkashimi,Proto-Sanglechi-Ishkashimi language,reconstructed
Proto-Shughni-Roshani,Proto-Shughni-Roshani language,reconstructed
Proto-Shughni-Yazghulami,Proto-Shughni-Yazghulami language,reconstructed
Proto-Shughni-Yazghulami-Munji,Proto-Shughni-Yazghulami-Munji language,reconstructed
Vanji,Vanji language,regular
Proto-Zaza-Gorani,Proto-Zaza-Gorani language,reconstructed
Iresim,Iresim language,regular
Rigwe,Rigwe language,regular
Irantxe,Irantxe language,regular
Erie,Erie language,regular
Mingo,Mingo language,regular
Proto-North Iroquoian,Proto-North Iroquoian language,reconstructed
Proto-Iroquoian,Proto-Iroquoian language,reconstructed
Ir,Ir language,regular
Irula,Irula language,regular
Kamberau,Kamberau language,regular
Iraya,Iraya language,regular
Isabi,Isabi language,regular
Isconahua,Isconahua language,regular
Italian Sign Language,Italian Sign Language,regular
Esan,Esan language,regular
Nkem-Nkum,Nkem-Nkum language,regular
Masimasi,Masimasi language,regular
Isanzu,Isanzu language,regular
Istriot,Istriot language,regular
Isu,Isu language,regular
Interslavic,Interslavic language,appendix-constructed
Binongan Itneg,Binongan Itneg language,regular
Proto-Italic,Proto-Italic language,reconstructed
Southern Tidung,Southern Tidung language,regular
Itene,Itene language,regular
Inlaod Itneg,Inlaod Itneg language,regular
Judeo-Italian,Judeo-Italian language,regular
Itu Mbon Uzo,Itu Mbon Uzo language,regular
Iteri,Iteri language,regular
Itsekiri,Itsekiri language,regular
Maeng Itneg,Maeng Itneg language,regular
Itawit,Itawit language,regular
Ito,Ito language,regular
Itik,Itik language,regular
Moyadan Itneg,Moyadan Itneg language,regular
Itza',Itza' language,regular
Iu Mien,Iu Mien language,regular
Ibatan,Ibatan language,regular
I-Wak,I-Wak language,regular
Iwur,Iwur language,regular
Sepik Iwam,Sepik Iwam language,regular
Iyayu,Iyayu language,regular
Mesaka,Mesaka language,regular
Yaa,Yaa language,regular
Ingrian,Ingrian language,regular
Izi-Ezaa-Ikwo-Mgbo,Izi-Ezaa-Ikwo-Mgbo language,regular
Jamamadí,Jamamadí language,regular
Hyam,Hyam language,regular
